cellules exporté sur '23/11/2014' 10:16.
 De '01/01/2013' à 31/12/2013.
Lot: BOX VACHES VMS

Numéro de l'animal	Production quotidienne	Cons. en concentrés	Date	Jours en lactation	Lactation
9			07/11/2013		
3505			07/11/2013		
8959	31,82	2,2	07/11/2013	8	3
4977	21,68	5,9	07/11/2013	144	1
3227			07/11/2013		
8970	32,33	6,0	07/11/2013	27	3
8933	21,09	5,1	07/11/2013	38	3
3504	20,25	4,6	07/11/2013	27	1
3495			07/11/2013		
3507			07/11/2013		
8936	22,55	4,7	07/11/2013	78	4
8946	22,44	6,0	07/11/2013	64	4
8932	20,61	3,4	07/11/2013	189	3
5004	21,40	5,9	07/11/2013	25	1
3138	36,09	6,2	07/11/2013	29	3
3537			07/11/2013		
4994			07/11/2013	307	1
3140	22,55	5,2	07/11/2013	165	2
8941			07/11/2013	471	2
3541			07/11/2013		
14			07/11/2013		
3524			07/11/2013		
4997	18,53	4,4	07/11/2013	103	1
4971	20,82	4,6	07/11/2013	36	2
4990	20,61	4,1	07/11/2013	227	1
1			07/11/2013		
4965			07/11/2013	347	1
8949			07/11/2013	410	3
7			07/11/2013		
3216			07/11/2013		
3129	27,92	5,2	07/11/2013	44	3
3133	19,34	5,0	07/11/2013	66	3
3509			07/11/2013		
3230			07/11/2013		
4978			07/11/2013	369	1
3500			07/11/2013		
3532			07/11/2013		
3514			07/11/2013		
3230			08/11/2013		
8932	21,09	3,5	08/11/2013	190	3
14			08/11/2013		
8949			08/11/2013	411	3
3537			08/11/2013		
3541			08/11/2013		
7			08/11/2013		
8936	29,88	6,3	08/11/2013	79	4
3133	27,66	7,2	08/11/2013	67	3
3509			08/11/2013		
3532			08/11/2013		
3140	28,61	6,1	08/11/2013	166	2
4978			08/11/2013	370	1
3504	27,68	6,3	08/11/2013	28	1
3500			08/11/2013		
3166	23,27	5,3	08/11/2013	198	2
3536			08/11/2013		
4990	11,97	2,4	08/11/2013	228	1
4971	26,67	5,7	08/11/2013	37	2
5004	15,75	5,4	08/11/2013	26	1
3505			08/11/2013		
4994			08/11/2013	308	1
3227			08/11/2013		
1			08/11/2013		
3524			08/11/2013		
3507			08/11/2013		
3216			08/11/2013		
17			08/11/2013		
8959	25,93	1,9	08/11/2013	9	3
4965			08/11/2013	348	1
9			08/11/2013		
3129	30,50	6,1	08/11/2013	45	3
8933	26,01	6,0	08/11/2013	39	3
8946	23,03	6,1	08/11/2013	65	4
8941			08/11/2013	472	2
3514			08/11/2013		
8970	35,41	6,7	08/11/2013	28	3
4977	5,83	1,7	08/11/2013	145	1
3138	38,69	6,4	08/11/2013	30	3
4997	11,39	2,8	08/11/2013	104	1
3495			08/11/2013		
3517			08/11/2013		
3509			09/11/2013		
4997	25,83	5,5	09/11/2013	105	1
3537			09/11/2013		
3517			09/11/2013		
9			09/11/2013		
4971	24,59	5,5	09/11/2013	38	2
4994			09/11/2013	309	1
4977	16,60	4,8	09/11/2013	146	1
3500			09/11/2013		
8949			09/11/2013	412	3
4965			09/11/2013	349	1
3129	25,98	5,2	09/11/2013	46	3
4978			09/11/2013	371	1
8946	21,56	5,8	09/11/2013	66	4
8941			09/11/2013	473	2
14			09/11/2013		
3514			09/11/2013		
8933	23,04	5,6	09/11/2013	40	3
3504	25,66	5,7	09/11/2013	29	1
3495			09/11/2013		
3507			09/11/2013		
8959	32,86	2,6	09/11/2013	10	3
3541			09/11/2013		
3230			09/11/2013		
3505			09/11/2013		
8970	32,96	6,1	09/11/2013	29	3
17			09/11/2013		
8936	25,77	5,5	09/11/2013	80	4
4990	35,21	6,0	09/11/2013	229	1
3216			09/11/2013		
3532			09/11/2013		
3166	19,48	4,4	09/11/2013	199	2
3138	32,02	5,6	09/11/2013	31	3
3524			09/11/2013		
3140	27,59	6,0	09/11/2013	167	2
5004	12,83	4,2	09/11/2013	27	1
7			09/11/2013		
3133	13,76	5,7	09/11/2013	68	3
3227			09/11/2013		
1			09/11/2013		
8932	23,32	3,9	09/11/2013	191	3
3536			09/11/2013		
4994			10/11/2013	310	1
3500			10/11/2013		
3133	29,69	6,3	10/11/2013	69	3
3532			10/11/2013		
8941			10/11/2013	474	2
3129	32,36	6,7	10/11/2013	47	3
3517			10/11/2013		
3230			10/11/2013		
14			10/11/2013		
3138	32,72	5,8	10/11/2013	32	3
3227			10/11/2013		
8946	22,49	6,0	10/11/2013	67	4
3504	23,39	5,0	10/11/2013	30	1
3541			10/11/2013		
3166	19,50	4,2	10/11/2013	200	2
4978			10/11/2013	372	1
3537			10/11/2013		
3524			10/11/2013		
4990	17,62	3,4	10/11/2013	230	1
8936	24,26	5,4	10/11/2013	81	4
3507			10/11/2013		
8933	22,92	5,7	10/11/2013	41	3
3536			10/11/2013		
4977	15,84	4,5	10/11/2013	147	1
8970	34,11	6,3	10/11/2013	30	3
17			10/11/2013		
3514			10/11/2013		
4965			10/11/2013	350	1
4997	15,00	3,9	10/11/2013	106	1
3505			10/11/2013		
3509			10/11/2013		
8949			10/11/2013	413	3
8932	19,96	3,4	10/11/2013	192	3
3216			10/11/2013		
3495			10/11/2013		
8959	34,81	3,0	10/11/2013	11	3
1			10/11/2013		
7			10/11/2013		
4971	22,57	5,5	10/11/2013	39	2
3140	27,69	5,8	10/11/2013	168	2
5004	16,91	5,6	10/11/2013	28	1
9			10/11/2013		
8941			11/11/2013	475	2
4965			11/11/2013	351	1
3524			11/11/2013		
3129	31,11	6,4	11/11/2013	48	3
17			11/11/2013		
8946	23,82	6,5	11/11/2013	68	4
3140	28,00	6,2	11/11/2013	169	2
8932	17,47	2,9	11/11/2013	193	3
3536			11/11/2013		
8970	32,35	5,8	11/11/2013	31	3
3230			11/11/2013		
3495			11/11/2013		
3505			11/11/2013		
7			11/11/2013		
1			11/11/2013		
3500			11/11/2013		
3514			11/11/2013		
4990	23,95	4,4	11/11/2013	231	1
9			11/11/2013		
5004	19,19	6,7	11/11/2013	29	1
8936	25,38	5,6	11/11/2013	82	4
8949			11/11/2013	414	3
3133	23,73	5,6	11/11/2013	70	3
8933	22,34	5,3	11/11/2013	42	3
3166	12,27	2,7	11/11/2013	201	2
3541			11/11/2013		
3227			11/11/2013		
4971	24,18	5,7	11/11/2013	40	2
14			11/11/2013		
3532			11/11/2013		
3216			11/11/2013		
4977	9,78	2,8	11/11/2013	148	1
8959	30,59	2,9	11/11/2013	12	3
3504	24,23	5,5	11/11/2013	31	1
4994			11/11/2013	311	1
4997	17,41	4,5	11/11/2013	107	1
3138	34,95	6,4	11/11/2013	33	3
3507			11/11/2013		
3509			11/11/2013		
3537			11/11/2013		
3517			11/11/2013		
4978		1,6	11/11/2013	373	1
8970	34,13	5,8	12/11/2013	32	3
8946	20,64	5,3	12/11/2013	69	4
4978		2,0	12/11/2013	374	1
5004	15,53	5,5	12/11/2013	30	1
3514			12/11/2013		
3129	27,90	5,8	12/11/2013	49	3
3227			12/11/2013		
3517			12/11/2013		
3505			12/11/2013		
3216			12/11/2013		
3524			12/11/2013		
3230			12/11/2013		
3536			12/11/2013		
8932	22,11	3,5	12/11/2013	194	3
3504	27,79	5,8	12/11/2013	32	1
8933	23,04	5,5	12/11/2013	43	3
4994			12/11/2013	312	1
3140	25,99	5,9	12/11/2013	170	2
7			12/11/2013		
3133	25,98	6,5	12/11/2013	71	3
3500			12/11/2013		
1			12/11/2013		
3532			12/11/2013		
4990	17,98	4,2	12/11/2013	232	1
4977	23,81	5,8	12/11/2013	149	1
3495			12/11/2013		
14			12/11/2013		
8941			12/11/2013	476	2
9			12/11/2013		
3507			12/11/2013		
17			12/11/2013		
3138	31,76	5,7	12/11/2013	34	3
8959	31,32	3,0	12/11/2013	13	3
4971	28,01	6,4	12/11/2013	41	2
3509			12/11/2013		
8949			12/11/2013	415	3
4997	23,65	5,5	12/11/2013	108	1
3541			12/11/2013		
3537			12/11/2013		
3166	19,64	3,5	12/11/2013	202	2
8936	26,16	5,7	12/11/2013	83	4
4965			12/11/2013	352	1
8933	22,11	5,5	13/11/2013	44	3
8936	25,56	5,4	13/11/2013	84	4
1			13/11/2013		
3517			13/11/2013		
8970	33,90	6,1	13/11/2013	33	3
3227			13/11/2013		
3216			13/11/2013		
3507			13/11/2013		
9			13/11/2013		
3536			13/11/2013		
3166	24,49	4,5	13/11/2013	203	2
3504	25,91	5,5	13/11/2013	33	1
8946	24,08	6,4	13/11/2013	70	4
3532			13/11/2013		
5004	6,00	2,7	13/11/2013	31	1
3505			13/11/2013		
17			13/11/2013		
8941			13/11/2013	477	2
4978		1,9	13/11/2013	375	1
3500			13/11/2013		
4971	24,08	5,6	13/11/2013	42	2
3129	28,50	5,9	13/11/2013	50	3
7			13/11/2013		
3495			13/11/2013		
3509			13/11/2013		
8932	22,47	3,7	13/11/2013	195	3
3524			13/11/2013		
4994			13/11/2013	313	1
3537			13/11/2013		
4990	26,08	5,8	13/11/2013	233	1
8959	17,14	1,6	13/11/2013	14	3
4977	7,40	2,2	13/11/2013	150	1
4965			13/11/2013	353	1
3133	22,93	5,7	13/11/2013	72	3
3514			13/11/2013		
3230			13/11/2013		
14			13/11/2013		
3140	25,37	6,0	13/11/2013	171	2
3541			13/11/2013		
3138	33,14	6,2	13/11/2013	35	3
4997	19,31	4,4	13/11/2013	109	1
8949			13/11/2013	416	3
4977	20,41	4,9	14/11/2013	151	1
4978		2,1	14/11/2013	376	1
3504	23,93	5,0	14/11/2013	34	1
3514			14/11/2013		
3166	23,90	5,6	14/11/2013	204	2
3541			14/11/2013		
3133	25,41	6,2	14/11/2013	73	3
3138	32,58	5,9	14/11/2013	36	3
3230			14/11/2013		
3524			14/11/2013		
3505			14/11/2013		
8970	31,33	6,0	14/11/2013	34	3
3216	2,32		14/11/2013	0	1
4997	14,17	3,2	14/11/2013	110	1
8959	31,36	2,2	14/11/2013	15	3
8936	25,47	5,5	14/11/2013	85	4
4965			14/11/2013	354	1
3140	26,97	6,1	14/11/2013	172	2
4994			14/11/2013	314	1
9			14/11/2013		
8932	26,03	4,4	14/11/2013	196	3
3517			14/11/2013		
3532			14/11/2013		
4990	16,47	2,5	14/11/2013	234	1
14			14/11/2013		
8949			14/11/2013	417	3
8933	24,11	5,6	14/11/2013	45	3
8946	9,07	4,3	14/11/2013	71	4
8941			14/11/2013	478	2
3227			14/11/2013		
4971	25,16	5,3	14/11/2013	43	2
7			14/11/2013		
3500			14/11/2013		
3507			14/11/2013		
3495			14/11/2013		
3537			14/11/2013		
17			14/11/2013		
3536			14/11/2013		
5004	22,17	7,3	14/11/2013	32	1
3129	28,49	6,0	14/11/2013	51	3
3509			14/11/2013		
1			14/11/2013		
9			15/11/2013		
3495			15/11/2013		
3541			15/11/2013		
3227			15/11/2013		
3504	26,42	5,7	15/11/2013	35	1
3129	28,02	6,3	15/11/2013	52	3
3138	35,16	4,4	15/11/2013	37	3
4997	20,91	4,8	15/11/2013	111	1
3505			15/11/2013		
4990	14,70	2,9	15/11/2013	235	1
8949			15/11/2013	418	3
3133	14,35	4,4	15/11/2013	74	3
8959	46,48	3,9	15/11/2013	16	3
8970	32,71	5,3	15/11/2013	35	3
3536			15/11/2013		
8933	22,87	5,6	15/11/2013	46	3
4977	13,23	3,6	15/11/2013	152	1
3500			15/11/2013		
3166	22,17	4,8	15/11/2013	205	2
4994			15/11/2013	315	1
3230			15/11/2013		
8941			15/11/2013	479	2
4978		2,2	15/11/2013	377	1
3537			15/11/2013		
5004	14,22	5,4	15/11/2013	33	1
3509			15/11/2013		
14			15/11/2013		
4965			15/11/2013	355	1
17			15/11/2013		
1			15/11/2013		
3532			15/11/2013		
7			15/11/2013		
3514			15/11/2013		
8936	23,70	4,0	15/11/2013	86	4
8932	15,31	2,7	15/11/2013	197	3
8946	29,59	7,6	15/11/2013	72	4
3524			15/11/2013		
3517			15/11/2013		
3216	1,85	0,4	15/11/2013	1	1
3507			15/11/2013		
4971	15,98	4,3	15/11/2013	44	2
3140	26,54	6,1	15/11/2013	173	2
3514			16/11/2013		
3536			16/11/2013		
3500			16/11/2013		
4978		1,6	16/11/2013	378	1
3524			16/11/2013		
3495			16/11/2013		
3507			16/11/2013		
8949			16/11/2013	419	3
3537			16/11/2013		
4965			16/11/2013	356	1
4977	14,49	3,6	16/11/2013	153	1
3166	20,13	4,5	16/11/2013	206	2
8959	24,71	2,3	16/11/2013	17	3
4994			16/11/2013	316	1
8933	18,48	4,6	16/11/2013	47	3
3230			16/11/2013		
9			16/11/2013		
8941			16/11/2013	480	2
3133	20,99	5,9	16/11/2013	75	3
7			16/11/2013		
14			16/11/2013		
3216	1,87	0,9	16/11/2013	2	1
3504	19,18	4,0	16/11/2013	36	1
17			16/11/2013		
3532			16/11/2013		
3505			16/11/2013		
3129	28,05	5,9	16/11/2013	53	3
3138	29,37	7,7	16/11/2013	38	3
8936	26,17	6,9	16/11/2013	87	4
3509			16/11/2013		
1			16/11/2013		
3227			16/11/2013		
8946	16,00	3,4	16/11/2013	73	4
8970	33,46	6,9	16/11/2013	36	3
5004	10,45	3,4	16/11/2013	34	1
8932	22,74	4,0	16/11/2013	198	3
3541			16/11/2013		
4990	30,66	5,6	16/11/2013	236	1
4971	19,72	5,4	16/11/2013	45	2
3140	27,53	5,9	16/11/2013	174	2
4997	21,89	5,4	16/11/2013	112	1
3517			16/11/2013		
4971	23,98	4,2	17/11/2013	46	2
8970	31,13	5,8	17/11/2013	37	3
3536			17/11/2013		
3227			17/11/2013		
3500			17/11/2013		
4997	13,42	3,5	17/11/2013	113	1
8949			17/11/2013	420	3
8946	27,69	6,8	17/11/2013	74	4
7			17/11/2013		
3129	26,31	6,0	17/11/2013	54	3
8936	24,39	5,3	17/11/2013	88	4
3537			17/11/2013		
8933	21,11	4,9	17/11/2013	48	3
8959	37,54	3,5	17/11/2013	18	3
4977	20,35	6,0	17/11/2013	154	1
8932	18,80	3,4	17/11/2013	199	3
4994			17/11/2013	317	1
3517			17/11/2013		
14			17/11/2013		
4990	19,41	4,4	17/11/2013	237	1
4965			17/11/2013	357	1
3138	28,96	5,4	17/11/2013	39	3
3507			17/11/2013		
5004	19,77	5,2	17/11/2013	35	1
3505			17/11/2013		
3216	3,29	1,3	17/11/2013	3	1
3495			17/11/2013		
3133	26,53	7,0	17/11/2013	76	3
3514			17/11/2013		
8941			17/11/2013	481	2
1			17/11/2013		
17			17/11/2013		
3504	29,95	7,1	17/11/2013	37	1
9			17/11/2013		
3541			17/11/2013		
3532			17/11/2013		
3230			17/11/2013		
4978		2,1	17/11/2013	379	1
3166	9,53	2,2	17/11/2013	207	2
3140	23,85	5,8	17/11/2013	175	2
3524			17/11/2013		
3509			17/11/2013		
3129	27,56	5,9	18/11/2013	55	3
8970	31,80	6,0	18/11/2013	38	3
8933	29,40	7,1	18/11/2013	49	3
3133	22,24	6,0	18/11/2013	77	3
3500			18/11/2013		
8946	23,09	5,5	18/11/2013	75	4
3537			18/11/2013		
7			18/11/2013		
4994			18/11/2013	318	1
3140	24,34	6,1	18/11/2013	176	2
3517			18/11/2013		
3227			18/11/2013		
4978		2,1	18/11/2013	380	1
3524			18/11/2013		
3495			18/11/2013		
8936	26,47	5,7	18/11/2013	89	4
3532			18/11/2013		
4971	22,23	5,7	18/11/2013	47	2
4977	12,21	3,7	18/11/2013	155	1
9			18/11/2013		
3507			18/11/2013		
5004	21,05	7,1	18/11/2013	36	1
3166	27,95	5,4	18/11/2013	208	2
8949			18/11/2013	421	3
1			18/11/2013		
3541			18/11/2013		
17			18/11/2013		
3536			18/11/2013		
3138	33,64	6,3	18/11/2013	40	3
8941			18/11/2013	482	2
3509			18/11/2013		
4965			18/11/2013	358	1
4990	17,19	3,8	18/11/2013	238	1
8959	35,21	3,0	18/11/2013	19	3
3504	23,38	5,1	18/11/2013	38	1
3505			18/11/2013		
14			18/11/2013		
3514			18/11/2013		
3230			18/11/2013		
4997	18,19	4,3	18/11/2013	114	1
3216	3,46	2,0	18/11/2013	4	1
8932	16,59	2,9	18/11/2013	200	3
8949			19/11/2013	422	3
8932	20,61	3,5	19/11/2013	201	3
3537			19/11/2013		
3138	34,17	6,0	19/11/2013	41	3
4977	8,65	4,1	19/11/2013	156	1
3500			19/11/2013		
8936	23,97	5,6	19/11/2013	90	4
8959	33,89	3,0	19/11/2013	20	3
3495			19/11/2013		
3216	4,22	2,5	19/11/2013	5	1
14			19/11/2013		
4990	20,54	4,1	19/11/2013	239	1
3133	25,36	6,8	19/11/2013	78	3
3507			19/11/2013		
3227			19/11/2013		
3514			19/11/2013		
3129	24,97	5,0	19/11/2013	56	3
3532			19/11/2013		
3140	29,22	6,1	19/11/2013	177	2
4965			19/11/2013	359	1
8970	31,14	6,1	19/11/2013	39	3
3509			19/11/2013		
3505			19/11/2013		
3504	28,08	5,9	19/11/2013	39	1
8933	21,26	5,1	19/11/2013	50	3
3541			19/11/2013		
7			19/11/2013		
4994			19/11/2013	319	1
8941			19/11/2013	483	2
1			19/11/2013		
3166	22,27	4,9	19/11/2013	209	2
3536			19/11/2013		
5004	15,31	5,3	19/11/2013	37	1
3524			19/11/2013		
3517			19/11/2013		
8946	16,41	5,1	19/11/2013	76	4
4978		1,8	19/11/2013	381	1
4971	30,13	6,4	19/11/2013	48	2
3230			19/11/2013		
4997	23,77	6,0	19/11/2013	115	1
17			19/11/2013		
9			19/11/2013		
8946	20,02	6,6	20/11/2013	77	4
4978		1,9	20/11/2013	382	1
7			20/11/2013		
3532			20/11/2013		
3138	32,27	5,9	20/11/2013	42	3
3504	23,53	5,3	20/11/2013	40	1
14			20/11/2013		
8941			20/11/2013	484	2
3216	3,68	2,8	20/11/2013	6	1
8932	24,77	4,4	20/11/2013	202	3
8970	32,15	5,8	20/11/2013	40	3
3509			20/11/2013		
4997	14,90	3,3	20/11/2013	116	1
4977	10,82	4,1	20/11/2013	157	1
17			20/11/2013		
3133	18,37	5,2	20/11/2013	79	3
3140	23,00	5,9	20/11/2013	178	2
3129	32,65	7,0	20/11/2013	57	3
3541			20/11/2013		
3537			20/11/2013		
3514			20/11/2013		
4971	20,95	4,9	20/11/2013	49	2
3536			20/11/2013		
3166	19,52	4,4	20/11/2013	210	2
3500			20/11/2013		
8936	24,23	5,5	20/11/2013	91	4
3227			20/11/2013		
3517			20/11/2013		
3230			20/11/2013		
1			20/11/2013		
8949			20/11/2013	423	3
3505			20/11/2013		
3495			20/11/2013		
4990	19,77	4,6	20/11/2013	240	1
8959	30,64	2,8	20/11/2013	21	3
5004	16,68	5,6	20/11/2013	38	1
3524			20/11/2013		
3507			20/11/2013		
4965			20/11/2013	360	1
9			20/11/2013		
4994			20/11/2013	320	1
8933	20,59	5,2	20/11/2013	51	3
4990	26,35	3,7	21/11/2013	241	1
3129	27,88	5,9	21/11/2013	58	3
8936	24,59	5,6	21/11/2013	92	4
3509			21/11/2013		
3517			21/11/2013		
3227			21/11/2013		
3524			21/11/2013		
3495			21/11/2013		
4965			21/11/2013	361	1
4977	9,13	4,0	21/11/2013	158	1
3536			21/11/2013		
8970	29,79	6,0	21/11/2013	41	3
8949			21/11/2013	424	3
3216	5,03	3,4	21/11/2013	7	1
3532			21/11/2013		
3140	20,32	5,8	21/11/2013	179	2
3541			21/11/2013		
4997	20,13	5,1	21/11/2013	117	1
4971	17,28	4,7	21/11/2013	50	2
8941			21/11/2013	485	2
3500			21/11/2013		
1			21/11/2013		
3166	19,48	4,3	21/11/2013	211	2
3230			21/11/2013		
3504	26,33	5,5	21/11/2013	41	1
9			21/11/2013		
3138	28,26	5,9	21/11/2013	43	3
3505			21/11/2013		
8932	13,95	2,5	21/11/2013	203	3
17			21/11/2013		
3133	23,65	6,3	21/11/2013	80	3
4994			21/11/2013	321	1
3507			21/11/2013		
8933	23,16	5,6	21/11/2013	52	3
14			21/11/2013		
3514			21/11/2013		
3537			21/11/2013		
5004	15,93	5,4	21/11/2013	39	1
8959	37,24	3,2	21/11/2013	22	3
7			21/11/2013		
4978		2,2	21/11/2013	383	1
8946	20,93	5,8	21/11/2013	78	4
8936	17,74	4,1	22/11/2013	93	4
3524			22/11/2013		
4990	20,73	5,2	22/11/2013	242	1
4965			22/11/2013	362	1
4971	20,45	5,7	22/11/2013	51	2
8949			22/11/2013	425	3
4978		2,1	22/11/2013	384	1
9			22/11/2013		
4977	9,35	4,4	22/11/2013	159	1
8946	21,84	6,1	22/11/2013	79	4
3541			22/11/2013		
17			22/11/2013		
4997	19,75	4,7	22/11/2013	118	1
8932	25,40	4,6	22/11/2013	204	3
3507			22/11/2013		
3500			22/11/2013		
8933	22,10	5,4	22/11/2013	53	3
3517			22/11/2013		
3138	30,28	6,2	22/11/2013	44	3
3532			22/11/2013		
3505			22/11/2013		
14			22/11/2013		
3230			22/11/2013		
3227			22/11/2013		
8941			22/11/2013	486	2
5004	16,51	5,3	22/11/2013	40	1
8959	25,98	2,5	22/11/2013	23	3
3133	15,37	4,8	22/11/2013	81	3
4994			22/11/2013	322	1
3504	24,96	5,2	22/11/2013	42	1
3129	27,38	6,0	22/11/2013	59	3
3537			22/11/2013		
3536			22/11/2013		
3140	25,49	6,0	22/11/2013	180	2
3216	5,43	3,9	22/11/2013	8	1
3166	20,25	4,6	22/11/2013	212	2
3514			22/11/2013		
3495			22/11/2013		
8970	30,00	6,0	22/11/2013	42	3
1			22/11/2013		
3509			22/11/2013		
7			22/11/2013		
3500			23/11/2013		
3138	22,52	5,9	23/11/2013	45	3
3227			23/11/2013		
3129	17,43	5,8	23/11/2013	60	3
17			23/11/2013		
8933	19,97	4,9	23/11/2013	54	3
3536			23/11/2013		
3541			23/11/2013		
8949			23/11/2013	426	3
3230			23/11/2013		
8970	24,14	6,1	23/11/2013	43	3
3524			23/11/2013		
4990	9,31	4,8	23/11/2013	243	1
4997	9,76	4,4	23/11/2013	119	1
4971	22,23	4,7	23/11/2013	52	2
1			23/11/2013		
3216	14,57	4,2	23/11/2013	9	1
3166	16,23	3,5	23/11/2013	213	2
3505			23/11/2013		
3495			23/11/2013		
4977	9,19	4,7	23/11/2013	160	1
3509			23/11/2013		
3140	30,00	6,7	23/11/2013	181	2
3537			23/11/2013		
8946	22,40	6,0	23/11/2013	80	4
8932	19,96	3,5	23/11/2013	205	3
3532			23/11/2013		
8941			23/11/2013	487	2
14			23/11/2013		
3133	18,12	7,3	23/11/2013	82	3
3504	22,47	4,9	23/11/2013	43	1
4965			23/11/2013	363	1
3507			23/11/2013		
3514			23/11/2013		
8936	29,01	6,1	23/11/2013	94	4
9			23/11/2013		
3517			23/11/2013		
4994			23/11/2013	323	1
4978		1,9	23/11/2013	385	1
8959	28,27	3,3	23/11/2013	24	3
5004	16,49	5,8	23/11/2013	41	1
7			23/11/2013		
3166	25,37	5,4	24/11/2013	214	2
3532			24/11/2013		
4965			24/11/2013	364	1
8941			24/11/2013	488	2
4977	10,07	4,3	24/11/2013	161	1
8970	30,28	6,1	24/11/2013	44	3
3216	10,25	5,1	24/11/2013	10	1
5004	16,21	5,5	24/11/2013	42	1
8949			24/11/2013	427	3
3133	23,33	6,4	24/11/2013	83	3
3129	24,20	5,4	24/11/2013	61	3
1			24/11/2013		
3495			24/11/2013		
4997	14,92	4,0	24/11/2013	120	1
4990	17,97	3,8	24/11/2013	244	1
3138	29,56	6,0	24/11/2013	46	3
3524			24/11/2013		
9			24/11/2013		
3536			24/11/2013		
3541			24/11/2013		
7			24/11/2013		
14			24/11/2013		
3504	28,21	6,1	24/11/2013	44	1
3537			24/11/2013		
8946	26,22	7,1	24/11/2013	81	4
4978		2,1	24/11/2013	386	1
3514			24/11/2013		
3227			24/11/2013		
3140	21,34	4,8	24/11/2013	182	2
4994			24/11/2013	324	1
8932	15,39	2,6	24/11/2013	206	3
3517			24/11/2013		
8959	28,05	3,0	24/11/2013	25	3
17			24/11/2013		
3500			24/11/2013		
8933	28,88	6,6	24/11/2013	55	3
8936	25,59	5,7	24/11/2013	95	4
4971	26,30	6,8	24/11/2013	53	2
3507			24/11/2013		
3230			24/11/2013		
3509			24/11/2013		
3505			24/11/2013		
3230			25/11/2013		
3536			25/11/2013		
8941			25/11/2013	489	2
1			25/11/2013		
4997	19,60	5,2	25/11/2013	121	1
5004	16,64	5,5	25/11/2013	43	1
4965			25/11/2013	365	1
14			25/11/2013		
7			25/11/2013		
3140	31,09	6,7	25/11/2013	183	2
3227			25/11/2013		
3524			25/11/2013		
4971	11,26	2,5	25/11/2013	54	2
3505			25/11/2013		
3509			25/11/2013		
17			25/11/2013		
3537			25/11/2013		
3507			25/11/2013		
3216	20,22	4,2	25/11/2013	11	1
8959	26,99	3,1	25/11/2013	26	3
3495			25/11/2013		
3166	22,46	4,8	25/11/2013	215	2
4977	6,84	4,1	25/11/2013	162	1
3517			25/11/2013		
8970	22,19	6,5	25/11/2013	45	3
8936	24,47	5,6	25/11/2013	96	4
3541			25/11/2013		
3500			25/11/2013		
9			25/11/2013		
8932	23,05	4,0	25/11/2013	207	3
4990	26,13	5,3	25/11/2013	245	1
3532			25/11/2013		
3514			25/11/2013		
4994			25/11/2013	325	1
4978		2,0	25/11/2013	387	1
3129	33,93	6,9	25/11/2013	62	3
8933	22,07	5,2	25/11/2013	56	3
3133	13,87	3,9	25/11/2013	84	3
3138	33,27	6,3	25/11/2013	47	3
3504	26,32	5,7	25/11/2013	45	1
8949			25/11/2013	428	3
8946	10,47	3,0	25/11/2013	82	4
7			26/11/2013		
3495			26/11/2013		
4997	12,64	2,6	26/11/2013	122	1
3227			26/11/2013		
3140	25,33	6,1	26/11/2013	184	2
17			26/11/2013		
3133	28,39	6,9	26/11/2013	85	3
3129	27,92	6,0	26/11/2013	63	3
14			26/11/2013		
8941			26/11/2013	490	2
3532			26/11/2013		
4965			26/11/2013	366	1
9			26/11/2013		
3216	16,03	5,0	26/11/2013	12	1
3505			26/11/2013		
3514			26/11/2013		
3537			26/11/2013		
8970	38,13	5,4	26/11/2013	46	3
8949			26/11/2013	429	3
4990	17,73	3,9	26/11/2013	246	1
4994			26/11/2013	326	1
3507			26/11/2013		
3138	31,67	5,8	26/11/2013	48	3
4977	10,59	5,1	26/11/2013	163	1
4978			26/11/2013	388	1
3500			26/11/2013		
1			26/11/2013		
8946	27,77	6,7	26/11/2013	83	4
3166	19,57	4,6	26/11/2013	216	2
3536			26/11/2013		
8932	19,59	3,5	26/11/2013	208	3
5004	8,00	2,8	26/11/2013	44	1
3517			26/11/2013		
3230			26/11/2013		
3524			26/11/2013		
4971	22,37	4,3	26/11/2013	55	2
8936	24,21	5,5	26/11/2013	97	4
3504	24,86	5,6	26/11/2013	46	1
8959	23,30	2,7	26/11/2013	27	3
8933	20,20	4,9	26/11/2013	57	3
3541			26/11/2013		
3509			26/11/2013		
4994			27/11/2013	327	1
3532			27/11/2013		
8949			27/11/2013	430	3
4965			27/11/2013	367	1
4977	11,22	4,7	27/11/2013	164	1
3536			27/11/2013		
1			27/11/2013		
5004	15,54	5,8	27/11/2013	45	1
7			27/11/2013		
3166	13,50	3,5	27/11/2013	217	2
3227			27/11/2013		
4997	18,30	4,8	27/11/2013	123	1
